ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|itn_easting|itn_northing|itn_toid|itn_toid_version|distance|address_detail|street_name|locality|geographic_county|postcode|verified_address|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
17126302|Glen Urquhart Free Church|06340459|249050|830365|1||0001000038788268|5|249049.7|830349.6|4000000003510304|9|15.4||||Highland|IV63|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17129576|Bendochy Parish Church|06340459|321838|741463|1||0001000039416239|3|321811.4|741455.2|4000000004490760|10|27.7||||Tayside|PH13|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134255|The Church of Jesus Christ of Latter-day Saints|06340459|275473|673403|1||0001000041014317|5|275487|673442|4000000005353819|1|41.4||||Strathclyde|G67|N|North Lanarkshire||lds.org.uk|The Church of Jesus Christ of Latter-day Saints|Religion|Mormonism (Christian)|Ordnance Survey|2015-12-01
17126051|Carbost Free Church|06340459|138603|831204|1||0001000038761450|4|138598.9|831194.9|4000000003442032|5|10||||Inner Hebrides|IV47|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17126313|St Anne's Episcopal Church|06340459|248331|858036|1||0001000038787461|4|248317.6|858043.1|4000000003516904|7|15.1||||Highland|IV14|N|Highland||||Religion|Scottish Episcopal (Christian)|Ordnance Survey|2015-12-01
17126346|St Mary's R C Church|06340459|252770|846660|1||0001000038793075|6|252732.3|846671.7|4000000003555973|1|39.5||||Highland|IV4|N|Highland||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17136671|St David's Church|06340459|322842|676539|1||1000002748045729|3|322854|676556|4000000006264652|5|20.8||||Lothian|EH5|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138423|St Ninian's Church|06340459|205972|560687|1||0001000036926763|4|206005.7|560699.3|4000000006877736|5|35.9||||Dumfries and Galloway|DG9|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126775|Nigg Parish Church|06340459|282475|873627|1||0001000038875644|5|282469.5|873647.8|4000000003514367|7|21.6||||Highland|IV20|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129852|St Francis' R C Church|06340459|338549|730871|1||0001000039518727|8|338551.7|730895.6|4000000004482724|7|24.7||||Tayside|DD2|N|Dundee City||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17125714|Kinbrace Free Church of Scotland|06340459|286134|931604|1||0001000038712912|4|286157.2|931591.5|4000000003337020|9|26.3||||Highland|KW11|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17124615|Papa Stour Church|06340459|417718|1160050|1||0001000038630403|3|417691.5|1160080.2|4000000003225146|3|40.2||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124851|St Magnus's Church|06340459|449444|1180405|1||0001000038651139|4|449468|1180400.1|4000000003220156|7|24.5||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136405|Liberton Church|06340459|327512|669524|1||0001000036605168|7|327528.3|669489.3|4000000006253135|8|38.3||||Lothian|EH16|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136664|Dalry Congregational Church|06340459|324125|672980|1||0001000036545291|3|324125|672997|4000000006263659|5|17||||Lothian|EH11|N|City of Edinburgh||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17126561|Resolis Free Church of Scotland|06340459|267261|864556|1||0001000038841771|4|267262.2|864527.7|4000000003517455|8|28.3||||Highland|IV7|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17134789|Ladywell Church|06340459|280287|690672|1||0001000040861752|4|280303.7|690653.8|4000000005192546|5|24.7||||Central|FK7|N|Stirling||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134794|Sauchie and Fishcross Uf Church|06340459|289079|693989|1||0001000036175291|8|289080.6|694015.7|4000000005197298|5|26.7||||Central|FK10|N|Clackmannanshire||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17127930|Methlick Parish Church|06340459|385775|837233|1||0001000039083212|4|385800.2|837229.8|4000000003779244|11|25.4||||Grampian|AB41|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125798|St Anne's Catholic Church|06340459|311201|968298|1||0001000038725121|2|311187.6|968308.4|4000000003378368|5|16.9||||Highland|KW14|N|Highland||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17124869|Sellafirth Church|06340459|451650|1198509|1||0001000038652024|4|451627.6|1198551.3|4000000003220197|6|47.9||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138943|Balmaghie Parish Church|06340459|272277|566314|1||0001000031470951|4|272235.3|566296.5|4000000006888103|7|45.3||||Dumfries and Galloway|DG7|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136989|The Apostolic Church|06340459|333843|672933|1||0001000036689982|5|333853.4|672935|4000000006349518|8|10.6||||Lothian|EH21|N|East Lothian||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17134531|Overtown Parish Church|06340459|280108|652756|1||0001000040848491|5|280144|652744.1|4000000005122670|6|37.9||||Strathclyde|ML2|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17135074|Cairneymount Church|06340459|294335|676211|1||0001000036232773|7|294310.9|676218.7|4000000005185348|6|25.3||||Central|FK2|N|Falkirk||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126048|Free Church of Scotland|06340459|124738|859542|1||0001000038759270|4|124729.4|859527.5|4000000003442927|7|16.8||||Inner Hebrides|IV55|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17128779|St Medans Church|06340459|190549|738377|1||0001000039276097|6|190528.2|738380.1|4000000004230837|6|21.1||||Strathclyde|PA37|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130993|South Parish Church|06340459|219283|668113|1||0001000039796310|3|219267.4|668117.5|4000000005088191|10|16.2||||Strathclyde|PA17|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126332|Stratherrick Free Presbyterian Church of Scotland|06340459|254876|821187|1||0001000038796147|4|254867.3|821192.9|4000000003512398|8|10.5||||Highland|IV2|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17125660|Inchnadamph Parish Church|06340459|224932|922001|1||0001000038705828|5|224939|922013.2|4000000003337790|8|14||||Highland|IV27|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130354|St Christopher's Church|06340459|361523|743380|1||0001000039680233|3|361529.3|743365.7|4000000004500415|9|15.6||||Tayside|DD11|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17131110|Our Lady Star of the Sea R C Church|06340459|224292|641625|1||0001000039825174|3|224265.5|641611.3|4000000005074991|5|29.8||||Strathclyde|KA21|N|North Ayrshire||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17124631|Mid Walls Church|06340459|422096|1150229|1||0001000038631121|3|422049.2|1150205.2|4000000003218942|6|52.5||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17131515|Springside Evangelical Church|06340459|237098|638682|1||0001000039998111|8|237064.3|638673.8|4000000005079565|6|34.7||||Strathclyde|KA11|N|North Ayrshire||||Religion|Evangelical (Christian)|Ordnance Survey|2015-12-01
17128376|Ardallie Church|06340459|400837|839026|1||0001000039232319|6|400844.7|839010.9|4000000004189828|7|16.9||||Grampian|AB42|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126229|Lochcarron Parish Church|06340459|191506|841385|1||0001000038777564|5|191524.8|841372.6|4000000003441896|10|22.5||||Highland|IV54|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126291|Glenmoriston Church|06340459|241880|816911|1||0001000038784345|4|241885.4|816893.1|4000000003523184|7|18.7||||Highland|IV63|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126440|Ness Bank Church|06340459|266606|844883|1||0001000038828640|2|266609.1|844898.6|4000000003524355|7|15.9||||Highland|IV2|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129637|Mission Hall|06340459|279783|655158|1||0001000040829080|2|279807.4|655133.1|4000000005127920|6|34.8||||Strathclyde|ML2|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129690|Place of Worship|06340459|325559|672495|1||0001000036562861|6|325530|672460|4000000006252273|5|45.5||||Lothian|EH9|N|City of Edinburgh||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20133506|Chapel|06340459|258445|668411|1||5000005115950746|1|258455.1|668395.6|4000000005277951|9|18.4||||Strathclyde|G20|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257643|Church and Mission for the Deaf and Dumb|06340459|339404|729568|1||0001000039535062|4|339395.1|729574.6|4000000004481784|5|11||||Tayside|DD1|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133517|Chapel|06340459|170315|675124|2||Not Assigned|0|170338.9|675120.3|4000000004871019|11|24.2||||Strathclyde|PA31|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133528|Chapel|06340459|316836|686006|2||Not Assigned|0|316836.7|685969.4|4000000006351120|6|36.6||||Fife|KY3|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133545|Chapel|06340459|307460|605462|2||Not Assigned|0|307420.9|605475.4|4000000006341522|8|41.4||||Dumfries and Galloway|DG10|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20136248|The Salvation Army|06340459|340557|672855|1||0001000036727201|7|340561.6|672840.6|4000000006260370|9|15.1||||Lothian|EH33|N|East Lothian||www.salvationarmy.org.uk|The Salvation Army|Religion|Salvation Army (Christian)|Ordnance Survey|2015-12-01
20129608|Mission Hall|06340459|258512|662818|1||0001000040407655|6|258490.3|662824|4000000005151005|7|22.5||||Strathclyde|G42|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133516|Chapel|06340459|187208|688556|1||0001000039769624|5|187228.3|688596.4|4000000004875557|11|45.2||||Strathclyde|PA31|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133559|Chapel|06340459|327035|989348|1||0001000038735596|3|326997.1|989342.8|4000000003377954|6|38.2||||Orkney|KW16|N|Orkney Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133561|Chapel|06340459|72626|946839|1||5000005110709774|2|100483.9|933221.2|4000000003304697|8|31008.2||||Outer Hebrides|HS2|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127390|Duncanstone Church|06340459|357815|826667|1||0001000039002009|3|357811.6|826642.8|4000000003764946|12|24.4||||Grampian|AB52|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125518|Mission Church|06340459|104495|908323|1||0001000038684337|5|104487.4|908312|4000000003304691|7|13.4||||Outer Hebrides|HS3|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17139175|St Mary's Catholic Church|06340459|296695|566068|1||0001000041277399|6|296685.9|566061.4|4000000006908422|4|11.2||||Dumfries and Galloway|DG2|N|Dumfries and Galloway||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17133837|Orbiston Parish Church|06340459|272939|659373|1||0001000040948473|3|272913.8|659370.3|4000000005126715|5|25.3||||Strathclyde|ML4|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137030|Normand Road Uf Church|06340459|330304|693416|1||0001000036669905|2|330293.7|693400.8|4000000006277965|5|18.3||||Fife|KY1|N|Fife||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17134038|Wellwynd Church|06340459|276001|665590|1||0001000041008605|11|275963.8|665563.1|4000000005175989|6|45.9||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17177078|Rc Church of St Peter and St Paul|06340459|310986|682635|1||1000002008433822|6|311018.8|682648.4|4000000006245020|5|35.5||||Fife|KY11|N|Fife||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
17126193|Church of Scotland|06340459|180762|875608|1||0001000038772483|4|180724.8|875610.8|5000005119054998|1|37.3||||Highland|IV21|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17132997|St Margaret's Church|06340459|259872|662926|1||0001000040424674|3|259885.1|662940.7|5000005140885685|1|19.7||||Strathclyde|G5|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17135879|Winchburgh Parish Church|06340459|308626|675023|1||0001000036347330|5|308599.4|675018.3|4000000006241721|7|27||||Lothian|EH52|N|West Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176339|Rutherford Church|06340459|393066|806578|1||0001000039175254|4|393051.2|806573.9|4000000003769454|6|15.3||||Grampian|AB25|N|Aberdeen City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136865|St Brycedale Church (now part of St BryceKirk)|06340459|327918|691684|1||0001000036616128|3|327936.8|691714.9|4000000006312319|6|36.2||||Fife|KY1|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127437|Cornhill Church|06340459|358684|858294|1||0001000039004484|4|358693.3|858271.4|4000000003869309|2|24.5||||Grampian|AB45|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127440|Whitehill Church|06340459|353260|854319|1||0001000038994820|5|353268.2|854288.1|4000000003780395|8|32||||Grampian|AB55|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127499|Auchaber Church|06340459|363166|841116|1||0001000039015766|4|363150.2|841133.2|4000000003765383|9|23.3||||Grampian|AB54|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129772|Fairmuir Parish Church|06340459|339640|732202|1||0001000039540497|4|339655.7|732199.1|5000005158088162|1|16||||Tayside|DD3|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134251|Abronhill Parish Church|06340459|277515|674922|1||1000000309281099|5|277535|674867|4000000005182440|5|58.5||||Strathclyde|G67|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289292|Church|06340459|371646|757959|1||0001000039715839|10|371658.5|757958|4000000004503452|6|12.6||||Tayside|DD10|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289605|Church|06340459|303182|671044|1||0001000036300481|4|303132|671025.7|4000000006236455|8|53.2||||Lothian|EH52|N|West Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289461|Church|06340459|257708|693867|1||0001000040399139|4|257713.7|693850.3|4000000005191406|5|17.6||||Central|FK8|N|Stirling||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288637|Church On Site of Monastery|06340459|436883|1131489|1||1000000045200346|4|436943|1131489|4000000003220327|9|60||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289412|Church|06340459|256797|620158|1||0001000040336713|3|256798.6|620179|4000000005390922|2|21.1||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289408|Church|06340459|257061|619825|1||0001000040367935|4|257037.2|619812.7|4000000005101153|5|26.8||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288812|Church|06340459|231790|829463|1||0001000038782114|3|231762.1|829486.5|4000000003512199|7|36.4||||Highland|IV4|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289180|Church|06340459|262912|707981|1||0001000039301191|4|262916.9|707995.2|4000000004297048|7|15||||Central|FK17|N|Stirling||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289493|Kippen Parish Church|06340459|265009|694860|1||0001000040555191|11|265023.8|694884.9|4000000005191532|7|29||||Central|FK8|N|Stirling||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137763|Cockburnspath Parish Church|06340459|377447|671051|1||0001000036836512|5|377475.9|671068|4000000006294231|6|33.5||||Scottish Borders|TD13|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134634|St Joseph's Church|06340459|282763|679692|1||0001000036088209|5|282775.6|679722.4|4000000005391174|4|32.9||||Central|FK4|N|Falkirk||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289537|Durisdeer Parish Church|06340459|289396|603768|1||0001000036164145|4|289414|603736|4000000005099906|6|36.7||||Dumfries and Galloway|DG3|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129535|Kilspindie and Rait Parish Church|06340459|321997|725753|1||0001000039415278|40|321993.7|725711|4000000004580639|1|42.2||||Tayside|PH2|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129595|Barony Church|06340459|324567|748712|2||Not Assigned|0|324563.7|748722.7|4000000004491361|6|11.2||||Tayside|PH11|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137017|Portobello United Congregational Church|06340459|330713|673842|1||0001000036666945|2|330730.7|673834.4|4000000006267238|5|19.3||||Lothian|EH15|N|City of Edinburgh||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18118297|Chapel (Private)|06340459|320614|863899|1||0001000038924016|3|320628.8|863905.6|4000000003774790|7|16.2||||Grampian|IV30|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18121972|Mortuary Chapel|06340459|263214|662956|1||0001000040523721|6|263247.6|662933.9|5000005111790731|1|40.2||||Strathclyde|G32|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18120410|Chapel (Private)|06340459|370673|761761|1||0001000039711852|4|370665.9|761773.3|4000000004505655|9|14.3||||Tayside|DD10|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18121274|Convent of Notre Dame|06340459|238140|675578|1||1000000301995457|4|238097.5|675620.5|4000000005095796|6|60.1||||Strathclyde|G82|N|West Dunbartonshire||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
